Date,Month,Hour,dewpt,heatindex,humidity,temp,rain,humidity previous
1,11,11,9,,32,30,0,27
1,11,12,10,,44,28,0,32
1,11,13,11,,41,24,0,44
1,11,14,10,,47,24,0,41
1,11,16,11,,56,23,0,47
1,11,17,12,,60,21,0,56
1,11,18,13,,60,21,0,60
1,11,19,13,,68,21,0,60
1,11,20,13,,68,19,0,68
1,11,21,13,,68,19,0,68
1,11,22,13,,64,19,0,68
1,11,23,12,,60,19,0,64
2,11,0,11,,60,19,0,60
2,11,1,11,,52,19,0,60
2,11,2,10,,46,20,0,52
2,11,3,10,,44,22,0,46
2,11,4,10,,39,23,0,44
2,11,5,11,,32,26,0,39
2,11,6,10,,29,28,0,32
2,11,7,10,,24,30,0,29
2,11,8,8,,22,31,0,24
2,11,9,7,,22,31,0,22
2,11,10,7,,25,31,0,22
2,11,11,8,,34,30,0,25
2,11,12,10,,41,27,0,34
2,11,13,11,,53,25,0,41
2,11,14,12,,56,22,0,53
2,11,15,12,,64,21,0,56
2,11,16,12,,60,19,0,64
2,11,17,12,,64,20,0,60
2,11,18,12,,60,19,0,64
2,11,19,11,,68,19,0,60
2,11,20,11,,68,17,0,68
2,11,21,11,,72,17,0,68
2,11,22,12,,72,17,0,72
2,11,23,12,,68,17,0,72
3,11,0,11,,72,17,0,68
3,11,1,11,,63,16,0,72
3,11,2,10,,64,17,0,63
3,11,3,12,,53,19,0,64
3,11,4,12,,60,22,0,53
3,11,5,14,,44,22,0,60
3,11,6,13,,30,26,0,44
3,11,7,9,,35,28,0,30
3,11,8,11,,33,28,0,35
3,11,9,11,,33,29,0,33
3,11,10,11,,39,29,0,33
3,11,11,12,26.8,42,27,0,39
3,11,12,12,,60,26,0,42
3,11,13,14,,57,22,0,60
3,11,14,13,,60,22,0,57
3,11,15,13,,56,21,0,60
3,11,16,12,,64,21,0,56
3,11,17,13,,60,20,0,64
3,11,18,12,,64,20,0,60
3,11,19,12,,68,19,0,64
3,11,20,13,,64,19,0,68
3,11,21,12,,77,19,0,64
3,11,22,13,,77,17,0,77
3,11,23,13,,68,17,0,77
4,11,0,12,,77,18,0,68
4,11,1,11,,68,15,0,77
4,11,2,11,,60,17,0,68
4,11,3,12,,42,20,0,60
4,11,5,12,,37,26,0,42
4,11,6,12,27.5,32,28,0,37
4,11,7,10,,27,28,0,32
4,11,8,8,,29,29,0,27
4,11,9,9,,25,29,0,29
4,11,10,7,,34,29,0,25
4,11,11,10,,39,27,0,34
4,11,12,10,,44,25,0,39
4,11,13,10,,46,23,0,44
4,11,16,9,,46,21,0,46
4,11,17,9,,59,21,0,46
4,11,18,10,,64,18,0,59
4,11,19,11,,68,18,0,64
4,11,21,11,,38,17,0,68
5,11,4,9,,34,24,0,38
5,11,5,9,,27,26,0,34
5,11,6,8,,23,29,0,27
5,11,7,7,,25,30,0,23
5,11,8,8,,30,30,0,25
6,11,7,9,,25,28,0,30
6,11,8,7,,27,29,0,25
6,11,9,8,,22,29,0,27
6,11,10,5,,26,29,0,22
6,11,11,7,,32,28,0,26
6,11,12,7,,36,25,0,32
6,11,13,8,,52,24,0,36
6,11,14,10,,56,20,0,52
6,11,15,10,,56,19,0,56
6,11,17,10,,56,19,0,56
6,11,18,10,,59,19,0,56
6,11,19,10,,68,18,0,59
6,11,20,11,,72,17,0,68
6,11,21,11,,72,16,0,72
6,11,22,11,,77,16,0,72
6,11,23,11,,77,15,0,77
7,11,0,11,,68,15,0,77
7,11,1,11,,59,17,0,68
7,11,2,10,,64,18,0,59
7,11,3,12,,53,19,0,64
7,11,4,13,,47,23,0,53
7,11,5,13,,37,25,0,47
7,11,6,11,,33,27,0,37
7,11,7,11,,27,29,0,33
7,11,8,8,,25,29,0,27
7,11,9,8,,23,30,0,25
7,11,10,7,,25,30,0,23
7,11,11,7,,36,29,0,25
7,11,12,9,,38,25,0,36
7,11,13,9,,46,24,0,38
7,11,14,10,,49,22,0,46
7,11,15,9,,52,20,0,49
7,11,16,9,,52,19,0,52
7,11,17,9,,49,19,0,52
7,11,18,8,,52,19,0,49
7,11,19,8,,59,18,0,52
7,11,20,9,,59,17,0,59
7,11,21,9,,59,17,0,59
7,11,22,8,,63,16,0,59
7,11,23,8,,59,15,0,63
8,11,0,7,,,15,0,59
8,11,1,,,59,,0,
8,11,2,8,,49,16,0,59
8,11,3,7,,46,18,0,49
8,11,4,9,,38,21,0,46
8,11,5,9,,32,24,0,38
8,11,6,9,,23,27,0,32
8,11,7,5,,23,28,0,23
8,11,8,6,,23,29,0,23
8,11,9,6,,25,29,0,23
8,11,10,6,,26,28,0,25
8,11,11,6,,41,27,0,26
8,11,12,9,,46,23,0,41
8,11,13,9,,49,21,0,46
8,11,14,10,,49,21,0,49
8,11,15,9,,49,20,0,49
8,11,16,9,,56,20,0,49
8,11,17,10,,52,19,0,56
8,11,18,9,,59,19,0,52
8,11,19,10,,59,18,0,59
8,11,20,9,,59,17,0,59
8,11,21,9,,59,17,0,59
8,11,22,8,,59,16,0,59
8,11,23,8,,55,16,0,59
9,11,0,7,,59,16,0,55
9,11,1,7,,52,15,0,59
9,11,2,6,,49,16,0,52
9,11,3,7,,46,18,0,49
9,11,4,9,,38,21,0,46
9,11,5,9,,28,24,0,38
9,11,7,7,,28,27,0,28
9,11,8,8,,26,28,0,28
9,11,9,7,,30,28,0,26
9,11,11,8,,32,27,0,30
9,11,12,7,,43,25,0,32
9,11,13,8,,46,21,0,43
9,11,14,8,,52,20,0,46
9,11,15,9,,52,19,0,52
9,11,16,9,,56,19,0,52
9,11,17,9,,55,18,0,56
9,11,18,8,,55,17,0,55
9,11,19,8,,55,17,0,55
9,11,20,8,,63,17,0,55
9,11,21,8,,59,15,0,63
9,11,22,7,,59,15,0,59
9,11,23,7,,63,15,0,59
10,11,0,7,,63,14,0,63
10,11,1,7,,59,14,0,63
10,11,2,7,,49,15,0,59
10,11,3,7,,41,18,0,49
10,11,4,8,,36,22,0,41
10,11,5,8,,30,24,0,36
10,11,6,7,,25,26,0,30
10,11,7,6,,22,28,0,25
10,11,8,5,,20,29,0,22
10,11,9,4,,20,29,0,20
10,11,10,4,,24,29,0,20
10,11,11,5,,33,27,0,24
10,11,12,6,,40,23,0,33
10,11,13,7,,56,21,0,40
10,11,15,9,,49,18,0,56
10,11,16,8,,49,19,0,49
10,11,18,7,,48,18,0,49
10,11,19,6,,55,17,0,48
10,11,20,7,,59,16,0,55
10,11,21,7,,67,15,0,59
10,11,22,8,,63,14,0,67
10,11,23,7,,63,14,0,63
11,11,0,7,,59,14,0,63
11,11,1,7,,49,15,0,59
11,11,2,7,,40,18,0,49
11,11,3,5,,34,19,0,40
11,11,4,7,,28,24,0,34
11,11,5,7,,21,27,0,28
11,11,6,4,,20,28,0,21
11,11,7,4,,17,29,0,20
11,11,8,2,,17,30,0,17
11,11,9,1,,18,28,0,17
11,11,10,2,,23,29,0,18
11,11,11,5,,34,28,0,23
11,11,12,7,,36,24,0,34
11,11,13,7,,38,23,0,36
11,11,14,7,,43,22,0,38
11,11,15,7,,40,20,0,43
11,11,16,6,,37,20,0,40
11,11,17,5,,43,20,0,37
11,11,18,6,,37,19,0,43
11,11,19,5,,49,20,0,37
11,11,20,7,,59,18,0,49
11,11,21,9,,63,17,0,59
11,11,22,9,,63,16,0,63
12,11,0,9,,55,16,0,63
12,11,1,7,,38,16,0,55
12,11,2,6,,31,21,0,38
12,11,3,6,,28,24,0,31
12,11,4,6,,23,26,0,28
12,11,5,5,,20,28,0,23
12,11,6,5,,19,30,0,20
12,11,7,4,,18,30,0,19
12,11,8,4,,19,31,0,18
12,11,9,5,,20,31,0,19
12,11,10,5,,25,30,0,20
12,11,11,6,,34,28,0,25
12,11,12,8,,36,25,0,34
12,11,13,8,,38,24,0,36
12,11,14,8,,38,23,0,38
12,11,15,7,,41,22,0,38
12,11,16,8,,49,22,0,41
12,11,17,10,,49,21,0,49
12,11,18,10,,56,21,0,49
12,11,19,10,,52,19,0,56
12,11,20,10,,52,20,0,52
12,11,21,10,,68,20,0,52
12,11,22,12,,72,18,0,68
12,11,23,12,,68,17,0,72
13,11,0,11,,60,17,0,68
13,11,1,11,,,19,0,60
13,11,2,,,56,,0,
13,11,3,12,,44,21,0,56
13,11,4,12,,41,25,0,44
13,11,5,11,,39,25,0,41
13,11,6,11,,32,26,0,39
13,11,7,10,,23,28,0,32
13,11,8,10,,37,34,0,23
13,11,9,12,27.5,35,28,0,37
13,11,10,11,,42,28,0,35
13,11,11,13,27,47,27,0,42
13,11,12,13,,57,25,0,47
13,11,13,14,,57,23,0,57
13,11,14,13,,60,22,0,57
13,11,15,13,,60,21,0,60
13,11,17,13,,60,21,0,60
13,11,18,13,,64,21,0,60
13,11,19,13,,64,20,0,64
13,11,20,12,,64,19,0,64
13,11,21,14,,53,21,0,64
13,11,22,13,,64,23,0,53
13,11,23,13,,64,20,0,64
14,11,0,13,,60,20,0,64
14,11,1,13,,57,21,0,60
14,11,4,13,,36,22,0,57
14,11,5,9,,36,25,0,36
14,11,6,10,,32,26,0,36
14,11,7,9,,25,27,0,32
14,11,8,6,,26,28,0,25
14,11,9,7,,25,28,0,26
14,11,10,6,,26,28,0,25
14,11,11,6,,36,27,0,26
14,11,12,8,,43,24,0,36
14,11,13,8,,49,21,0,43
14,11,14,8,,52,19,0,49
14,11,15,9,,59,19,0,52
14,11,20,8,,63,16,0,59
14,11,21,8,,67,15,0,63
14,11,22,8,,67,14,0,67
14,11,23,8,,67,14,0,67
15,11,0,8,,63,14,0,67
15,11,1,7,,59,14,0,63
15,11,3,7,,41,15,0,59
15,11,5,8,,38,22,0,41
15,11,6,8,,36,23,0,38
15,11,7,9,,26,25,0,36
15,11,8,5,,29,26,0,26
15,11,11,5,,38,24,0,29
15,11,12,7,,52,22,0,38
15,11,13,9,,59,19,0,52
15,11,16,9,,59,17,0,59
15,11,17,8,,63,16,0,59
15,11,18,8,,63,15,0,63
15,11,19,7,,63,14,0,63
15,11,20,7,,67,14,0,63
15,11,21,7,,72,13,0,67
15,11,22,7,,67,12,0,72
15,11,23,6,,67,12,0,67
16,11,0,5,,62,11,0,67
16,11,1,4,,58,11,0,62
16,11,2,4,,45,12,0,58
16,11,3,3,,39,15,0,45
16,11,4,3,,32,17,0,39
16,11,5,2,,,19,0,32
16,11,6,,,19,,0,
16,11,7,-1,,19,24,0,19
16,11,8,0,,21,25,0,19
16,11,9,1,,21,25,0,21
16,11,10,1,,23,25,0,21
16,11,11,1,,27,23,0,23
16,11,12,2,,39,22,0,27
16,11,13,3,,42,17,0,39
16,11,14,4,,37,17,0,42
16,11,15,2,,39,17,0,37
16,11,16,2,,42,16,0,39
16,11,17,2,,44,15,0,42
16,11,18,2,,44,14,0,44
16,11,19,2,,58,14,0,44
16,11,21,3,,58,11,0,58
16,11,22,3,,58,11,0,58
17,11,0,2,,62,10,0,58
17,11,1,4,,58,11,0,62
17,11,2,3,,44,11,0,58
17,11,3,2,,37,14,0,44
17,11,4,3,,31,18,0,37
17,11,5,3,,27,21,0,31
17,11,6,3,,19,23,0,27
17,11,7,0,,19,25,0,19
17,11,8,0,,17,25,0,19
17,11,9,-1,,18,26,0,17
17,11,10,-1,,22,25,0,18
17,11,11,1,,27,24,0,22
17,11,12,2,,37,22,0,27
17,11,13,3,,45,18,0,37
17,11,14,5,,42,17,0,45
17,11,15,4,,39,17,0,42
17,11,16,3,,42,17,0,39
17,11,17,3,,59,16,0,42
17,11,18,6,,55,14,0,59
17,11,19,5,,51,14,0,55
17,11,20,4,,58,14,0,51
17,11,21,5,,62,13,0,58
17,11,22,5,,58,12,0,62
17,11,23,4,,51,12,0,58
18,11,0,3,,51,13,0,51
18,11,1,3,,39,13,0,51
18,11,2,1,,39,15,0,39
18,11,3,3,,29,17,0,39
18,11,4,3,,22,22,0,29
18,11,5,2,,16,25,0,22
18,11,10,0,,28,28,0,16
18,11,11,5,,38,25,0,28
18,11,12,6,,38,21,0,38
18,11,13,6,,40,21,0,38
18,11,14,6,,37,20,0,40
18,11,15,4,,40,19,0,37
18,11,16,4,,42,18,0,40
18,11,17,4,,45,17,0,42
18,11,18,4,,42,16,0,45
18,11,19,4,,51,17,0,42
18,11,21,5,,52,15,0,51
18,11,22,7,,45,17,0,52
18,11,23,3,,42,15,0,45
19,11,0,3,,42,16,0,42
19,11,1,3,,39,16,0,42
19,11,2,3,,35,17,0,39
19,11,3,3,,37,19,0,35
19,11,4,5,,25,20,0,37
19,11,5,3,,24,24,0,25
19,11,6,2,,28,24,0,24
19,11,7,5,,24,25,0,28
19,11,8,3,,26,25,0,24
19,11,9,4,,24,25,0,26
19,11,10,3,,33,25,0,24
19,11,11,6,,40,23,0,33
19,11,12,5,,52,19,0,40
19,11,13,7,,55,17,0,52
19,11,15,8,,63,17,0,55
19,11,16,9,,59,16,0,63
19,11,17,9,,63,17,0,59
19,11,18,9,,63,16,0,63
19,11,19,9,,72,16,0,63
19,11,20,11,,77,16,0,72
19,11,21,11,,68,15,0,77
19,11,22,11,,72,17,0,68
19,11,23,12,,72,17,0,72
20,11,0,12,,72,17,0,72
20,11,1,12,,60,17,0,72
20,11,2,14,,68,22,0,60
20,11,3,13,,50,19,0,68
20,11,5,11,,53,22,0,50
20,11,6,13,,44,23,0,53
20,11,8,12,,44,25,0,44
20,11,9,12,,50,25,0,44
20,11,10,12,,57,23,0,50
20,11,11,13,,60,22,0,57
20,11,12,13,,68,21,0,60
20,11,13,14,,64,20,0,68
20,11,14,14,,68,21,0,64
20,11,15,14,,64,20,0,68
20,11,16,13,,56,20,0,64
20,11,17,10,,52,19,0,56
20,11,18,9,,68,19,0,52
20,11,19,10,,63,16,0,68
20,11,20,10,,68,17,0,63
20,11,21,10,,77,16,0,68
20,11,22,10,,72,14,0,77
20,11,23,9,,72,14,0,72
21,11,1,9,,63,14,0,72
21,11,2,8,,63,15,0,63
21,11,3,8,,63,15,0,63
21,11,4,9,,60,16,0,63
21,11,5,11,,53,19,0,60
21,11,6,12,,53,22,0,53
21,11,7,13,,47,23,0,53
21,11,8,13,,44,25,0,47
21,11,9,12,,41,25,0,44
21,11,10,11,,64,25,0,41
21,11,12,13,,68,20,0,64
21,11,13,13,,64,19,0,68
21,11,14,12,,64,19,0,64
21,11,15,12,,68,19,0,64
21,11,16,11,,55,17,0,68
21,11,17,8,,52,17,0,55
21,11,18,6,,55,16,0,52
21,11,19,6,,63,15,0,55
21,11,20,6,,63,13,0,63
21,11,21,6,,71,13,0,63
21,11,22,6,,76,11,0,71
21,11,23,7,,71,11,0,76
22,11,0,6,,62,11,0,71
22,11,2,5,,72,12,0,62
22,11,3,7,,48,12,0,72
22,11,4,5,,40,16,0,48
22,11,5,5,,29,19,0,40
22,11,10,4,,35,23,0,29
22,11,11,5,,40,21,0,35
22,11,12,5,,52,19,0,40
22,11,13,6,,55,16,0,52
22,11,14,6,,55,15,0,55
22,11,15,5,,59,14,0,55
22,11,16,7,,67,15,0,59
22,11,17,7,,67,13,0,67
22,11,18,7,,63,13,0,67
22,11,19,6,,67,13,0,63
22,11,21,6,,67,12,0,67
22,11,22,6,,67,12,0,67
22,11,23,6,,67,12,0,67
23,11,1,6,,59,12,0,67
23,11,2,6,,59,14,0,59
23,11,3,6,,48,14,0,59
23,11,4,6,,40,17,0,48
23,11,5,5,,43,19,0,40
23,11,6,7,,35,20,0,43
23,11,7,5,,33,21,0,35
23,11,8,5,,33,22,0,33
23,11,9,6,,31,23,0,33
23,11,10,4,,38,22,0,31
23,11,11,6,,43,21,0,38
23,11,12,6,,52,19,0,43
23,11,13,7,,55,17,0,52
23,11,14,7,,59,16,0,55
23,11,15,7,,55,15,0,59
23,11,16,6,,63,15,0,55
23,11,17,7,,63,14,0,63
23,11,18,7,,63,14,0,63
23,11,19,6,,67,13,0,63
23,11,20,6,,67,12,0,67
23,11,21,6,,67,12,0,67
23,11,22,5,,76,11,0,67
23,11,23,6,,76,10,0,76
24,11,0,6,,71,10,0,76
24,11,1,6,,72,11,0,71
24,11,2,7,,63,12,0,72
24,11,3,6,,55,13,0,63
24,11,4,7,,52,16,0,55
24,11,5,9,,38,19,0,52
24,11,6,6,,38,21,0,38
24,11,7,7,,31,22,0,38
24,11,8,6,,29,24,0,31
24,11,9,5,,27,24,0,29
24,11,10,4,,31,24,0,27
24,11,11,4,,37,22,0,31
24,11,12,4,,48,19,0,37
24,11,13,5,,45,16,0,48
24,11,14,5,,48,17,0,45
24,11,15,5,,51,16,0,48
24,11,16,5,,58,15,0,51
24,11,17,5,,51,13,0,58
24,11,18,4,,62,14,0,51
24,11,19,5,,58,12,0,62
24,11,20,5,,71,13,0,58
24,11,21,6,,62,11,0,71
24,11,22,5,,67,12,0,62
24,11,23,5,,62,11,0,67
25,11,0,4,,58,11,0,62
25,11,1,4,,54,12,0,58
25,11,2,4,,51,13,0,54
25,11,3,5,,42,15,0,51
25,11,4,4,,37,17,0,42
25,11,5,5,,33,20,0,37
25,11,6,5,,27,22,0,33
25,11,8,4,,27,24,0,27
25,11,9,4,,26,24,0,27
25,11,10,4,,29,25,0,26
25,11,11,4,,37,23,0,29
25,11,12,5,,45,20,0,37
25,11,13,5,,48,17,0,45
25,11,14,6,,55,17,0,48
25,11,15,7,,55,16,0,55
25,11,16,6,,55,15,0,55
25,11,17,6,,59,15,0,55
25,11,18,6,,59,14,0,59
25,11,19,6,,55,14,0,59
25,11,20,5,,62,14,0,55
25,11,21,5,,67,12,0,62
25,11,23,6,,63,12,0,67
26,11,0,6,,62,13,0,63
26,11,1,5,,55,12,0,62
26,11,2,7,,48,16,0,55
26,11,3,6,,,17,0,48
26,11,4,,,29,,0,
26,11,5,6,,26,25,0,29
26,11,6,4,,23,25,0,26
26,11,7,4,,24,27,0,23
26,11,8,5,,23,27,0,24
26,11,9,4,,23,27,0,23
26,11,10,5,,36,28,0,23
26,11,11,8,,43,24,0,36
26,11,12,8,,49,21,0,43
26,11,13,8,,49,19,0,49
26,11,15,7,,52,18,0,49
26,11,16,7,,55,17,0,52
26,11,17,8,,63,17,0,55
26,11,18,8,,59,15,0,63
26,11,19,7,,59,15,0,59
26,11,20,7,,59,15,0,59
26,11,21,7,,63,15,0,59
26,11,22,7,,63,14,0,63
26,11,23,7,,67,14,0,63
27,11,0,7,,63,13,0,67
27,11,1,7,,63,14,0,63
27,11,2,8,,49,15,0,63
27,11,4,9,,33,20,0,49
27,11,5,6,,32,23,0,33
27,11,7,7,,28,25,0,32
27,11,8,5,,28,25,0,28
27,11,9,5,,34,25,0,28
27,11,10,7,,38,24,0,34
27,11,12,6,,56,21,0,38
27,11,13,9,,59,18,0,56
27,11,14,9,,63,17,0,59
27,11,15,9,,59,16,0,63
27,11,16,8,,63,16,0,59
27,11,17,8,,63,15,0,63
27,11,18,8,,67,15,0,63
27,11,19,8,,72,14,0,67
27,11,20,8,,67,13,0,72
27,11,21,8,,72,14,0,67
27,11,22,8,,77,13,0,72
27,11,23,8,,77,12,0,77
28,11,1,9,,63,13,0,77
28,11,2,8,,38,15,0,63
28,11,5,6,,33,21,0,38
28,11,6,6,,22,23,0,33
28,11,8,2,,21,25,0,22
28,11,9,0,,21,24,0,21
28,11,10,0,,23,24,0,21
28,11,11,1,,33,23,0,23
28,11,12,3,,45,20,0,33
28,11,13,5,,51,17,0,45
28,11,14,5,,42,15,0,51
28,11,15,4,,45,17,0,42
28,11,16,5,,58,17,0,45
28,11,17,5,,55,13,0,58
28,11,18,5,,55,14,0,55
28,11,19,5,,62,14,0,55
28,11,20,5,,58,12,0,62
28,11,21,4,,66,12,0,58
28,11,22,4,,16,10,0,66
29,11,9,-4,,36,23,0,16
29,11,13,1,,39,16,0,36
29,11,14,1,,51,15,0,39
29,11,16,2,,51,12,0,51
29,11,17,2,,,12,0,51
29,11,18,,,62,,0,
29,11,19,3,,62,10,0,62
29,11,20,3,,62,10,0,62
29,11,21,3,,71,10,0,62
29,11,23,4,,66,9,0,71
30,11,0,3,,62,9,0,66
30,11,1,2,,66,9,0,62
30,11,2,4,,54,10,0,66
30,11,3,3,,45,12,0,54
30,11,4,3,,37,15,0,45
30,11,5,4,,28,19,0,37
30,11,6,2,,27,21,0,28
30,11,7,1,,22,21,0,27
30,11,8,-1,,22,22,0,22
30,11,9,-1,,22,22,0,22
30,11,10,-1,,42,22,0,22
30,11,13,3,,48,16,0,42
30,11,14,3,,51,14,0,48
30,11,15,4,,54,14,0,51
30,11,16,4,,54,13,0,54
30,11,17,3,,58,12,0,54
30,11,18,3,,58,11,0,58
30,11,19,3,,62,11,0,58
30,11,20,4,,66,11,0,62
30,11,21,4,,71,10,0,66
30,11,22,4,,62,9,0,71
30,11,23,3,,71,10,0,62
1,12,0,4,,58,9,0,71
1,12,1,2,,58,10,0,58
1,12,2,3,,54,11,0,58
1,12,3,3,,45,12,0,54
1,12,4,3,,37,15,0,45
1,12,5,3,,33,18,0,37
1,12,6,3,,31,20,0,33
1,12,7,3,,27,21,0,31
1,12,10,2,,28,22,0,27
1,12,11,2,,40,21,0,28
1,12,12,4,,48,18,0,40
1,12,13,4,,55,15,0,48
1,12,14,5,,58,14,0,55
1,12,15,5,,58,13,0,58
1,12,16,5,,67,13,0,58
1,12,17,5,,58,11,0,67
1,12,18,5,,67,13,0,58
1,12,19,5,,67,11,0,67
1,12,20,5,,67,11,0,67
1,12,21,5,,76,11,0,67
1,12,22,5,,82,9,0,76
1,12,23,6,,76,9,0,82
2,12,1,5,,55,9,0,76
2,12,4,5,,48,14,0,55
2,12,5,6,,43,17,0,48
2,12,6,6,,35,19,0,43
2,12,7,5,,31,21,0,35
2,12,8,4,,23,22,0,31
2,12,9,1,,23,23,0,23
2,12,10,1,,28,23,0,23
2,12,11,2,,39,21,0,28
2,12,12,3,,45,17,0,39
2,12,13,4,,48,16,0,45
2,12,14,4,,58,15,0,48
2,12,15,5,,51,13,0,58
2,12,16,4,,58,14,0,51
2,12,17,5,,58,13,0,58
2,12,18,4,,58,12,0,58
2,12,19,4,,66,12,0,58
2,12,20,4,,58,10,0,66
2,12,21,3,,66,11,0,58
2,12,22,3,,66,9,0,66
2,12,23,4,,71,10,0,66
3,12,1,4,,51,9,0,71
3,12,3,5,,55,15,0,51
3,12,4,6,,49,15,0,55
3,12,5,8,,43,19,0,49
3,12,6,8,,41,21,0,43
3,12,8,8,,41,22,0,41
3,12,9,9,,38,23,0,41
3,12,10,7,,52,22,0,38
3,12,11,10,,59,20,0,52
3,12,12,10,,63,18,0,59
3,12,13,9,,59,16,0,63
3,12,14,8,,63,16,0,59
3,12,15,8,,67,15,0,63
3,12,16,8,,67,14,0,67
3,12,17,8,,72,14,0,67
3,12,18,8,,77,13,0,72
3,12,19,8,,77,12,0,77
3,12,20,8,,82,12,0,77
3,12,21,8,,82,11,0,82
4,12,0,8,,72,11,0,82
4,12,1,8,,67,13,0,72
4,12,2,8,,67,14,0,67
4,12,3,8,,67,14,0,67
4,12,4,9,,52,15,0,67
4,12,5,8,,43,18,0,52
4,12,6,8,,43,21,0,43
4,12,7,9,,31,22,0,43
4,12,8,5,,27,23,0,31
4,12,9,4,,27,24,0,27
4,12,10,4,,29,24,0,27
4,12,11,4,,52,23,0,29
4,12,13,6,,55,16,0,52
4,12,14,6,,55,15,0,55
4,12,15,6,,59,15,0,55
4,12,16,6,,59,14,0,59
4,12,17,6,,67,14,0,59
4,12,18,7,,72,13,0,67
4,12,19,7,,76,12,0,72
4,12,21,6,,76,10,0,76
4,12,22,6,,72,10,0,76
5,12,3,8,,59,13,0,72
5,12,4,7,,59,15,0,59
5,12,5,8,,46,16,0,59
5,12,6,7,,46,19,0,46
5,12,7,7,,38,19,0,46
5,12,8,6,,35,21,0,38
5,12,9,5,,38,21,0,35
5,12,10,6,,40,21,0,38
5,12,11,6,,43,20,0,40
5,12,12,6,,59,19,0,43
5,12,13,8,,67,16,0,59
5,12,15,8,,63,14,0,67
5,12,17,7,,63,14,0,63
5,12,18,7,,67,14,0,63
5,12,19,7,,59,13,0,67
5,12,20,6,,67,14,0,59
5,12,21,7,,71,13,0,67
5,12,22,5,,71,10,0,71
5,12,23,5,,76,10,0,71
6,12,0,6,,76,10,0,76
6,12,1,6,,71,10,0,76
6,12,2,6,,67,11,0,71
6,12,3,6,,51,12,0,67
6,12,4,5,,39,15,0,51
6,12,5,3,,35,17,0,39
6,12,6,4,,31,20,0,35
6,12,7,3,,27,21,0,31
6,12,9,2,,27,22,0,27
6,12,10,2,,31,22,0,27
6,12,11,3,,40,21,0,31
6,12,12,4,,48,18,0,40
6,12,13,5,,48,16,0,48
6,12,14,4,,58,15,0,48
6,12,15,5,,48,13,0,58
6,12,16,3,,54,14,0,48
6,12,17,3,,58,12,0,54
6,12,18,4,,54,12,0,58
6,12,19,3,,58,12,0,54
6,12,20,3,,62,11,0,58
6,12,21,2,,76,9,0,62
6,12,22,4,,76,8,0,76
6,12,23,4,,71,8,0,76
7,12,0,3,,76,8,0,71
7,12,1,3,,62,7,0,76
7,12,3,3,,48,10,0,62
7,12,4,3,,39,14,0,48
7,12,5,2,,30,16,0,39
7,12,6,0,,23,18,0,30
7,12,7,-2,,21,20,0,23
7,12,8,-3,,20,20,0,21
7,12,9,-3,,26,21,0,20
7,12,11,-1,,39,19,0,26
7,12,12,1,,41,15,0,39
7,12,13,1,,47,14,0,41
7,12,14,1,,47,12,0,47
7,12,15,1,,54,12,0,47
7,12,16,1,,58,10,0,54
7,12,17,1,,58,9,0,58
7,12,18,1,,62,9,0,58
7,12,19,1,,57,8,0,62
7,12,20,0,,61,8,0,57
7,12,21,0,,53,7,0,61
7,12,22,-2,,76,7,0,53
7,12,23,2,,70,6,0,76
8,12,0,0,,70,5,0,70
8,12,1,0,,66,5,0,70
8,12,2,0,,53,6,0,66
8,12,3,-1,,38,8,0,53
8,12,4,-2,,29,12,0,38
8,12,5,-3,,22,15,0,29
8,12,6,-5,,17,17,0,22
8,12,7,-7,,17,19,0,17
8,12,8,-7,,28,19,0,17
8,12,9,0,,17,19,0,28
8,12,10,-7,,20,19,0,17
8,12,11,-6,,25,17,0,20
8,12,12,-4,,35,16,0,25
8,12,13,-3,,41,12,0,35
8,12,14,-2,,47,11,0,41
8,12,15,-1,,46,10,0,47
8,12,16,-2,,57,9,0,46
8,12,18,-1,,57,7,0,57
8,12,19,-1,,53,7,0,57
8,12,20,-2,,61,7,0,53
8,12,21,-2,,61,5,0,61
8,12,22,-2,,61,5,0,61
8,12,23,-2,,57,5,0,61
9,12,0,-3,,65,5,0,57
9,12,1,-2,,57,4,0,65
9,12,2,-2,,46,6,0,57
9,12,3,-2,,25,9,0,46
9,12,4,-7,,23,13,0,25
9,12,5,-5,,19,16,0,23
9,12,6,-6,,19,18,0,19
9,12,7,-6,,19,18,0,19
9,12,8,-5,,18,19,0,19
9,12,9,-5,,19,20,0,18
9,12,10,-5,,21,19,0,19
9,12,11,-5,,29,18,0,21
9,12,12,-3,,47,15,0,29
9,12,15,-1,,58,10,0,47
9,12,16,1,,50,9,0,58
9,12,17,-1,,53,9,0,50
9,12,18,-2,,53,7,0,53
9,12,19,-1,,57,8,0,53
9,12,20,-1,,57,7,0,57
9,12,21,-1,,57,7,0,57
9,12,22,-2,,70,6,0,57
9,12,23,0,,65,5,0,70
10,12,0,-2,,61,4,0,65
10,12,1,-3,,57,4,0,61
10,12,2,-3,,49,5,0,57
10,12,3,-3,,38,7,0,49
10,12,4,-2,,33,12,0,38
10,12,5,-2,,26,14,0,33
10,12,6,-3,,21,17,0,26
10,12,7,-4,,40,19,0,21
10,12,8,6,,,20,0,40
10,12,9,,,15,,0,
10,12,10,-7,,18,21,0,15
10,12,11,-7,,22,18,0,18
10,12,12,-5,,31,17,0,22
10,12,13,-4,,38,13,0,31
10,12,14,-2,,47,12,0,38
